detector,day,bin_low,bin_high,n,mean_predicted_q,observed_invalid_frac,gap,scenario
ewma_gaussian,504,0.7000000000000001,0.8,883,0.7501097469282848,0.711211778029445,0.038897968898839785,student_t
ewma_gaussian,504,0.8,0.9,1126,0.8521891929109611,0.7877442273534636,0.06444496555749746,student_t
ewma_gaussian,504,0.9,1.0,1455,0.9506773519026921,0.9216494845360824,0.029027867366609672,student_t
ewma_student_t,126,0.0,0.1,91,0.07941096242186305,0.06593406593406594,0.01347689648779711,student_t
ewma_student_t,126,0.1,0.2,602,0.1583633607626966,0.15282392026578073,0.005539440496915876,student_t
ewma_student_t,126,0.2,0.30000000000000004,1187,0.2527560387280193,0.2855939342881213,-0.03283789556010197,student_t
ewma_student_t,126,0.30000000000000004,0.4,1474,0.3512200087279186,0.3704206241519674,-0.019200615424048828,student_t
ewma_student_t,126,0.4,0.5,1731,0.45188189122776284,0.4667822068168689,-0.014900315589106039,student_t
ewma_student_t,126,0.5,0.6000000000000001,1679,0.5507733394090419,0.5556879094699225,-0.004914570060880585,student_t
ewma_student_t,126,0.6000000000000001,0.7000000000000001,1420,0.649717079655647,0.6014084507042253,0.04830862895142163,student_t
ewma_student_t,126,0.7000000000000001,0.8,1122,0.746306157655851,0.7308377896613191,0.015468367994531884,student_t
ewma_student_t,126,0.8,0.9,591,0.8422428494756395,0.856175972927242,-0.01393312345160247,student_t
ewma_student_t,126,0.9,1.0,103,0.9254358714189833,0.9320388349514563,-0.006602963532473027,student_t
ewma_student_t,252,0.0,0.1,551,0.06464189111048814,0.06896551724137931,-0.00432362613089117,student_t
ewma_student_t,252,0.1,0.2,1094,0.15180354950636554,0.15813528336380256,-0.006331733857437016,student_t
ewma_student_t,252,0.2,0.30000000000000004,1160,0.25018956357097183,0.2775862068965517,-0.027396643325579895,student_t
ewma_student_t,252,0.30000000000000004,0.4,1060,0.3504657524592783,0.389622641509434,-0.039156889050155685,student_t
ewma_student_t,252,0.4,0.5,1164,0.4487889986748158,0.46048109965635736,-0.011692100981541553,student_t
ewma_student_t,252,0.5,0.6000000000000001,1133,0.5496468084080689,0.5419240953221536,0.007722713085915323,student_t
ewma_student_t,252,0.6000000000000001,0.7000000000000001,1097,0.6516173360279649,0.6399270738377393,0.01169026219022562,student_t
ewma_student_t,252,0.7000000000000001,0.8,1115,0.750081016373378,0.7219730941704036,0.028107922202974422,student_t
ewma_student_t,252,0.8,0.9,1029,0.8495225164453646,0.8202137998056366,0.029308716639728005,student_t
ewma_student_t,252,0.9,1.0,597,0.9359162496947917,0.9262981574539364,0.009618092240855303,student_t
ewma_student_t,504,0.0,0.1,1649,0.04745360735146956,0.05700424499696786,-0.009550637645498301,student_t
ewma_student_t,504,0.1,0.2,1098,0.14745043209584016,0.1657559198542805,-0.018305487758440347,student_t
ewma_student_t,504,0.2,0.30000000000000004,806,0.24891066017972405,0.29156327543424315,-0.042652615254519105,student_t
